title,upload_time,uploader,view_count
Thousands of Trump supporters gather in Washington to contest vote result | AFP,2020-11-14T18:09:20Z,UC86dbj-lbDks_hZ5gRKL49Q,528833
Million MAGA March!,2020-11-14T18:41:39Z,UCAql2DyGU2un1Ei2nMYsqOA,944445
Trump supporters gather for &quot;Million MAGA March&quot;,2020-11-14T18:44:23Z,UC8p1vwvWtl6T73JiExfWs1g,611445
Pro-Trump groups gather in Washington to protest election,2020-11-14T18:53:20Z,UCupvZG-5ko_eiXAupbDfxWw,2804079
"LIVE: Trump Supporters Turn Out for &#39;Million MAGA March&#39; in Washington, D.C.",2020-11-14T19:08:35Z,UChirEOpgFCupRAk5etXqPaA,777081
Marchan en apoyo Trump - Sábados de Foro,2020-11-14T19:09:29Z,UCUsm-fannqOY02PNN67C0KA,25362
"🔴 Watch LIVE: March For Trump in Washington, D.C. All Day LIVE Coverage",2020-11-14T20:06:06Z,UCHqC-yWZ1kri4YzwRSt6RGQ,2157194
Milhares pedem &quot;mais quatro anos&quot; de Trump,2020-11-14T20:25:41Z,UCUmEPYxmnyQDeRUcFkslmQw,33335
Trump&#39;s legal team continues the fight for Pennsylvania,2020-11-14T21:01:09Z,UCO0akufu9MOzyz3nvGIXAAw,76918
Massive crowd rallies for President Trump at &#39;Million MAGA March&#39;,2020-11-14T21:11:51Z,UCYImiD9L0dMycenfBy2al0Q,567990
LIVE: Trump supporters gather outside Supreme Court in protest of election loss,2020-11-14T21:52:37Z,UC5aeU5hk31cLzq_sAExLVWg,1437135
Tens of thousands of hardline Donald Trump supporters rally in Washington | ITV News,2020-11-14T22:24:52Z,UCFQgi22Ht00CpaOQLtvZx2A,193258
TRUMP-FANS ZEIGEN MACHT: Tausende Unterstützer jubeln dem abgewählten US-Präsidenten  zu,2020-11-14T23:13:44Z,UCZMsvbAhhRblVGXmEXW8TSA,424684
Trump cheers on supporters who falsely claim he won election,2020-11-14T23:25:48Z,UCVKAcQQCO8vv87Gk62SutAg,11628
Trump continues to deny election defeat as Biden prepares to take office,2020-11-14T23:55:15Z,UCAeWdyKJXGWmVAXFpgLNNTg,800273
Trump supporter attacked at Stop the Steal rally; Thousands march for Trump; Trump visits supporters,2020-11-15T00:16:42Z,UC8Ioh4atNDO5a0Vy2qFmauQ,1072807
Televangelist On Trump&#39;s Loss: Turn That Frown Upside-Down,2020-11-15T01:00:00Z,UC1yBKRuGpC1tSM73A0ZjYjQ,191548
Trump legal advisor questions election integrity as Democrats coronate Biden &#39;King of America&#39;,2020-11-15T01:21:37Z,UCO0akufu9MOzyz3nvGIXAAw,154708
Trump supporters and far-right groups take to the streets of D.C.,2020-11-15T03:14:55Z,UCHd62-u_v4DvJ8TCFtpi4GA,169422
"Trump fans, BLM protesters face off in Washington DC",2020-11-15T04:14:46Z,UCO0akufu9MOzyz3nvGIXAAw,117043
Trump Supporters And Protesters Still In DC Following “Million MAGA March”,2020-11-15T04:44:26Z,UCbBm6SZ235HFxwVKC7Po5IA,286249
Les anti et pro-Trump s&#39;accrochent violemment à Washington,2020-11-15T12:10:30Z,UC9GGzAhhvhJO1hL10-BcgNA,38650
"Biểu tình khổng lồ ủng hộ Tổng thống Trump, chống gian lận bầu cử tại thủ đô Washington DC",2020-11-15T12:32:10Z,UCdioDuMh5_afhGJTAkbQjdQ,104975
Trump acknowledges Biden&#39;s win in latest tweet,2020-11-15T14:39:15Z,UCupvZG-5ko_eiXAupbDfxWw,2557818
38 millones de VOTOS para TRUMP,2020-11-15T15:00:08Z,UCJJFEkS4BIzF9k0R1bjN9Hw,132701
"Inside huge pro-Trump rally in Washington, DC (Million MAGA March) | Raw Cut",2020-11-15T15:04:54Z,UCx8LIRh6VuPamPrqYDNF2QQ,403041
"Chuck Todd: If Trump Doesn’t Concede After Georgia Recount, It Could Be A Constitutional Crisis",2020-11-15T15:20:19Z,UChDKyKQ59fYz3JO2fl0Z6sg,251011
&#39;Frankly embarrassing&#39;: Tapper breaks down Trump&#39;s lawsuits alleging voter fraud,2020-11-15T15:44:35Z,UCupvZG-5ko_eiXAupbDfxWw,1299835
Donald Trump denunció fraude electoral e inició acciones legales,2020-11-15T16:18:23Z,UC2mtXUpAYLYJIZ2deSPhlqw,65371
Barack Obama on Trump: &quot;This is not normal&quot;,2020-11-15T16:32:44Z,UCVT1tPkR-fUVlO652EcO3ow,466472
Downtown San Diego - Massive rally continued standing strong with President Trump,2020-11-15T16:34:47Z,UCq4A-jCeWkgpBMWtaa_G3zA,131527
Trump acaba de conceder la victoria a Biden?,2020-11-15T16:40:57Z,UCuTIiHyNqELu6RNtB4AahAA,417894
&#39;He&#39;s deliberately impeding the incoming administration&#39;: Mary Trump,2020-11-15T16:58:32Z,UCuFFtHWoLl5fauMMD5Ww2jA,37971
Trump Tweets: &#39;I Concede Nothing&#39; | Meet The Press | NBC News,2020-11-15T17:20:18Z,UCeY0bbntWzzVIaj2z3QigXg,539404
John Bolton on Trump leaving office: &#39;I do not expect him to go graciously&#39; | ABC News,2020-11-15T17:43:53Z,UCBi2mrWuNuyYy4gbM6fU18Q,319381
Obama: This is what 72 million votes for Trump says to me,2020-11-15T18:23:38Z,UCupvZG-5ko_eiXAupbDfxWw,3033820
Ngay giờ phút CUỐI CÙNG: SỰ THẬT về TT Trump đã lay động hàng trăm triệu trái tim Dân Mỹ và Thế giới,2020-11-15T18:30:02Z,UC-7aTmBwnvSANfF8FNAkq_g,133919
Trump supporters clash with Antifa protesters during &#39;Million MAGA March&#39; in DC,2020-11-15T19:33:18Z,UCIzXayRP7-P0ANpq-nD-h5g,189477
Trump says ‘I concede nothing’ as he admits Joe Biden won - because ‘the election was rigged’,2020-11-15T19:55:59Z,UCTrQ7HXWRRxr7OsOtodr2_w,96565
Rep. Ayanna Pressley: ‘Trump Is Hellbent On Squatting In The Oval Office’ | MSNBC,2020-11-15T20:07:28Z,UCaXkIU1QidjPwiAYu6GcHjg,242525
Trump supporters rally in Washington DC for the Million MAGA March,2020-11-15T20:15:12Z,UCshwRhftzkiov5wKR7M_LsQ,193903
Trump’s election lawyer HUMILIATES herself on Fox News over bogus lawsuits,2020-11-15T21:15:18Z,UCQANb2YPwAtK-IQJrLaaUFw,969442
🔴NOTICIAS HOY 15 NOVIEMBRE 2020 NEWS TODAY Trump se Convierte en el Icono Anti Destrucción de EE UU,2020-11-15T22:16:21Z,UCNdLc0U7sXYUCaqfZmQdysw,241883
An unusual path to a Trump election win; French politician calls out Biden’s ties to China | NTD,2020-11-15T22:54:46Z,UC8Ioh4atNDO5a0Vy2qFmauQ,2068241
Million MAGA March was MASSIVE! 😯😯😯 Donald Trump RALLY Makes a Statement in Washington DC,2020-11-15T23:00:04Z,UCUZAUoL2_bd9cR8R5T_iSlQ,47202
"Trump’s Coup, Biden’s Dilemma, and the Chinese Challenge – Foroohar and Blyth",2020-11-15T23:08:28Z,UCIr7jHqIUusdVwsWbG6G-aA,9401
TREMENDA victoria en RECUENTO para los republicanos de Trump,2020-11-16T01:23:58Z,UCuTIiHyNqELu6RNtB4AahAA,320538
🛑TIN MỚI CHẤN ĐỘNG TT TRUMP đón tin vui từ CHỦ TỊCH HẠ VIỆN |  CẬP NHẬT KẾT QUẢ BẦU CỬ TỔNG THỐNG MỸ,2020-11-16T01:25:34Z,UCqGBKcN5WMtj_pN_CwkbLIw,616560
Trump acknowledges Biden&#39;s victory before saying he won&#39;t concede,2020-11-16T02:04:25Z,UCAeWdyKJXGWmVAXFpgLNNTg,844281
"Schumer PULLS NO PUNCHES: &quot;Joe Biden won, Donald Trump lost.&quot;",2020-11-16T03:34:49Z,UCPWXiRWZ29zrxPFIQT7eHSA,61937
Donald Trump refuses to concede in ongoing presidential transition saga,2020-11-16T04:08:18Z,UCKjU3KzdbJE1EFcHVqXC3_g,68354
Tổng thống Donald Trump Sẽ sớm có &#39;những vụ kiện lớn&#39; nhằm thay đổi kết quả bầu cử,2020-11-16T04:14:52Z,UC47WI-kZXFf0H_f7pvaNCEQ,20932
Trump tweets Biden ‘won’ but he ‘concedes nothing’ | 9News Australia,2020-11-16T05:21:32Z,UCIYLOcEUX6TbBo7HQVF2PKA,28382
Trump &amp; Election Results: Last Week Tonight with John Oliver (HBO),2020-11-16T07:30:01Z,UC3XTzVzaHQEd30rQbuvCtTQ,2787101
Andrew Cuomo NYC Gov outsmarts Trump at his own game - must see moment,2020-11-16T07:31:49Z,UCRPdcY4_Al8TrRtgkMzkrQQ,239488
Andrew Cuomo NYC Gov outsmarts Trump at his own game - must see moment,2020-11-16T07:31:49Z,UCRPdcY4_Al8TrRtgkMzkrQQ,239488
US-WAHL 2020: TRUMP kündigt weitere Klagen an - BIDEN will Trump-Beschlüsse revidieren,2020-11-16T08:30:00Z,UCZMsvbAhhRblVGXmEXW8TSA,54389
TIN MỚI 16/11/2020 BẤT NGỜ | Ông Trump hốt trọn ổ gian lận bầu cử !!! TTV,2020-11-16T10:19:10Z,UCxlprA9Y_T98gDqXMc46baw,157352
Biden Moves Ahead With Plans As Trump Still Refuses To Concede | TODAY,2020-11-16T13:30:02Z,UChDKyKQ59fYz3JO2fl0Z6sg,213894
President Trump blocks President-elect Biden’s team from White House COVID-19 task force,2020-11-16T14:04:27Z,UC-SJ6nODDmufqBzPBwCvYvQ,233914
Gov. Cuomo: Trump Doesn&#39;t Like That I Stand Up To Him | Morning Joe | MSNBC,2020-11-16T14:29:55Z,UCaXkIU1QidjPwiAYu6GcHjg,331661
Trump Lawyers Says Witnesses and Evidence Prove a Stolen Election: &#39;The Software Was Designed to Rig,2020-11-16T14:50:14Z,UCYI_ychRnL7sJrG6PUSBpQA,49309
LIVE: Joe Biden Remarks On The Economy,2020-11-16T15:11:53Z,UCJg9wBPyKMNA5sRDnvzmkdg,138504
Here&#39;s Why Trump&#39;s Hair Has The Internet Buzzing,2020-11-16T15:34:44Z,UC1DGpYiEiqBrQtYXFbLhMVQ,11818
Llegaron las pruebas de Trump van a revocar resultados electorales,2020-11-16T16:00:17Z,UCr9xpZl2qNsZiv2acatQVvg,32976
Obama sounds alarm in new interview as Trump digs in l GMA,2020-11-16T16:00:21Z,UCH1oRy1dINbMVp3UFWrKP0w,30069
"MEDIA BLACKOUT: Trump Supporters Attacked At MAGA March, Media Silent On Coverage",2020-11-16T16:11:12Z,UCJg9wBPyKMNA5sRDnvzmkdg,60762
Sebastian Gorka LIVE: Trump March: BLM and Antifa attack innocent civilians,2020-11-16T16:41:10Z,UClE7DDaoR-HER5_MLXG5K4w,7544
Fox Host Accidentally Wrecks Trump Spokesperson With Basic Questions,2020-11-16T16:57:44Z,UCo9oQdIk1MfcnzypG3UnURA,22248
A breakdown of Rudy Giuliani&#39;s role in Trump&#39;s post-election fight,2020-11-16T17:19:33Z,UCupvZG-5ko_eiXAupbDfxWw,86065
&#39;Ready to overturn election results&#39;: Trump lawyer Powell; Trump: Only fake news calls Biden winner,2020-11-16T17:34:15Z,UC8Ioh4atNDO5a0Vy2qFmauQ,228534
"President Trump refuses to concede, delaying resources for Biden transition",2020-11-16T17:36:54Z,UC8p1vwvWtl6T73JiExfWs1g,13550
Maryland Gov. Hogan Calls On Trump To Accept Election Results | NBC News NOW,2020-11-16T19:00:26Z,UCeY0bbntWzzVIaj2z3QigXg,5190
"ZOWHAT CURRENT EVENT SHOW W/Geoff Brown: Trump Wont Leave White House, DC Young Fly &amp; More!!!!",2020-11-16T19:44:12Z,UCa6IClIQUXnAT0Hqibvk8IA,2281
