title,upload_time,uploader,view_count
Dit is de nieuwe president van de Verenigde Staten: Joe Biden,2020-11-07T16:39:01Z,UCv4NUJ5BGSpJz_leIfayDzQ,29374
Joe Biden and Kamala Harris Have Won the Presidential Election | NowThis,2020-11-07T16:45:22Z,UCn4sPeUomNGIr26bElVdDYg,922921
Joe Biden wird US-Präsident! Und jetzt? | Analyse,2020-11-07T16:55:51Z,UCZHpIFMfoJJ_1QxNGLJTzyA,795539
CNN&#39;s Van Jones brought to tears as Joe Biden wins US election,2020-11-07T17:02:29Z,UCIRYBXDze5krPDzAEOxFGVA,3931473
Joe Biden ile dünyayı neler bekliyor? | &quot;Türkiye&#39;ye çağrı yapmaya başladı bile&quot; - DW Türkçe,2020-11-07T17:05:26Z,UCpi_jv70749NkAmkdugyiPQ,237239
Joe Biden wordt de nieuwe president van Amerika,2020-11-07T17:11:54Z,UC-bbHiTZGWKbsCjpzUfrk6Q,290131
LIVE: Joe Biden nieuwe president VS,2020-11-07T17:25:08Z,UC5xziMuoFAOpX9mwUVhe2Jw,40125
Joe Biden is the next president of the United States several networks say,2020-11-07T17:26:07Z,UCxPPgRYHH1NSp2Ya_ROiXxw,3062
Os recordes da eleição que deu vitória a Joe Biden nos EUA,2020-11-07T17:29:07Z,UCthbIFAxbXTTQEC7EcQvP1Q,150791
ABD&#39;nin Yeni Başkanı Belli Oldu! Yeni Başkan Joe Biden,2020-11-07T17:37:31Z,UCtc-a9ZUIg0_5HpsPxEO7Qg,28869
"Conheça Joe Biden, o novo presidente dos Estados Unidos",2020-11-07T17:43:55Z,UCuiLR4p6wQ3xLEm15pEn1Xw,96808
Biden: ‘I Am Honored And Humbled’ | NBC News,2020-11-07T17:44:46Z,UCeY0bbntWzzVIaj2z3QigXg,386182
Joe Biden wins US election to become 46th President - BBC News,2020-11-07T18:06:26Z,UC16niRr50-MSBwiO3YDb3RA,858709
Laporan VOA untuk Metro TV: Joe Biden Presiden Terpilih Amerika Serikat,2020-11-07T18:08:26Z,UCHayGDQxvhjgcvqgKDCPhsQ,116109
Joe Biden’s path to victory: five days in five minutes,2020-11-07T18:24:19Z,UCIRYBXDze5krPDzAEOxFGVA,217777
Triunfo de Joe Biden y Kamala Harris | Masivas celebraciones en Estados Unidos,2020-11-07T18:38:47Z,UCkccyEbqhhM3uKOI6Shm-4Q,18876
&#39;Don&#39;t be ridiculous&#39;: Rudy Giuliani learns about Biden win from reporters,2020-11-07T19:11:31Z,UCIRYBXDze5krPDzAEOxFGVA,2235504
"Après l&#39;élection de Joe Biden, Van Jones ne peut retenir son émotion sur CNN",2020-11-07T19:19:05Z,UC9GGzAhhvhJO1hL10-BcgNA,251696
ZDF spezial: &quot;Sieg für Biden – Entscheidung in den USA&quot;,2020-11-07T19:20:56Z,UCeqKIgPQfNInOswGRWt48kQ,136162
Moment US TV networks declared Joe Biden as the next President of the United States,2020-11-07T19:24:31Z,UCPgLNge0xqQHWM5B5EFH9Cg,355137
Joe Biden es el nuevo presidente de Estados Unidos,2020-11-07T19:26:45Z,UCT7KFGv6s2a-rh2Jq8ZdM1g,135918
Trump supporters in Arizona in disbelief over Biden win,2020-11-07T19:48:48Z,UCuFFtHWoLl5fauMMD5Ww2jA,1152189
Andrew Yang on Joe Biden Winning the Presidency,2020-11-07T21:22:00Z,UCQFT4LWtQY67xyhDAChiqcw,53957
"La riposte du camp Trump après la victoire de Joe Biden, élu président des États-Unis",2020-11-07T21:22:08Z,UCCCPCZNChQdGa9EkATeye4g,379167
Joe Biden gewinnt US-Präsidentschaftswahl gegen Donald Trump | US-Wahl 2020,2020-11-07T22:23:13Z,UCMIgOXM2JEQ2Pv2d0_PVfcg,154000
Vitória de Biden: Trump emite comunicado dizendo que resultados serão contestados na Justiça,2020-11-07T23:00:29Z,UCoa-D_VfMkFrCYodrOC9-mA,158291
"Com vitória de Biden, política externa do Brasil deve mudar",2020-11-07T23:05:05Z,UCoa-D_VfMkFrCYodrOC9-mA,407819
"How Donald Trump, White House reacted to Joe Biden&#39;s projected election victory",2020-11-08T00:34:15Z,UCrp_UI8XtuYfpiqluWLD7Lw,7740482
ENDLICH PRÄSIDENT: TV-Sender rufen Wahlsieg von Joe Biden aus - Trump will klagen,2020-11-08T00:38:08Z,UCZMsvbAhhRblVGXmEXW8TSA,1877434
Ông Biden đắc cử Tổng thống? Ông Trump nói &quot;còn lâu...&quot; | VTV24,2020-11-08T00:44:00Z,UCabsTV34JwALXKGMqHpvUiA,348028
"Siapa Joe Biden, calon presiden AS yang kalahkan Donald Trump di Pemilu 2020? - BBC News Indonesia",2020-11-08T01:04:06Z,UC46q-QSvoJz-1iSxPeuOqWA,656154
World leaders congratulate Joe Biden on his projected election win,2020-11-08T01:19:47Z,UCrp_UI8XtuYfpiqluWLD7Lw,73850
Joe Biden Menang Pilpres Amerika 2020 Kalahkan Donald Trump,2020-11-08T01:41:22Z,UC5BMIWZe9isJXLZZWPWvBlg,169883
Joe Biden Delivers First Speech as President-Elect | NBC New York,2020-11-08T01:59:31Z,UCxCfoSInadl-4i3F70zDt1A,287397
JOE BIDEN gana la presidencia de Estados Unidos y pone fin a cuatro años de la era Trump,2020-11-08T01:59:40Z,UCLtGUPjKLqa3zgdmhKCZONg,5669
Joe Biden: Las primeras declaraciones del Presidente electo de EE.UU.,2020-11-08T02:01:30Z,UCpOAcjJNAp0Y0fhznRrXIJQ,8280
Joe Biden: Las primeras declaraciones del Presidente electo de EE.UU.,2020-11-08T02:01:30Z,UCpOAcjJNAp0Y0fhznRrXIJQ,8280
"US election: President-elect Biden, VP-elect Harris addresses the nation following win | FULL",2020-11-08T02:04:08Z,UChLtXXpo4Ge1ReTEboVvTDg,55723
Primer discurso de Joe Biden como presidente electo de Estados Unidos,2020-11-08T02:05:38Z,UC32TdiIsh_5X8tKr_9rKQyA,322556
"US Elections: Joe Biden, Kamala Harris deliver victory speeches",2020-11-08T02:05:55Z,UCdnZdQxYXnbN4uWJg96oGxw,48002
LIVE: Joe Biden and Kamala Harris Address the Nation After Winning U.S. Election,2020-11-08T02:06:51Z,UChirEOpgFCupRAk5etXqPaA,122295
LIVE: Joe Biden and Kamala Harris Address the Nation After Winning U.S. Election,2020-11-08T02:06:51Z,UChirEOpgFCupRAk5etXqPaA,122295
Watch Live: President-Elect Joe Biden Addresses The Nation I ABC News,2020-11-08T02:08:14Z,UCBi2mrWuNuyYy4gbM6fU18Q,3831619
Biden gewinnt US-Wahl - Ansprache,2020-11-08T02:09:00Z,UC5NOEUbkLheQcaaRldYW5GA,521057
&#39;Happiest Day for the USA&#39;: people celebrate Biden win in Times Square,2020-11-08T02:09:21Z,UCvRAX-ujvZ0eTMLGG2vki9w,15830
"REPLAY - Premier discours de Joe Biden, élu 46e président des États-Unis",2020-11-08T02:10:25Z,UCCCPCZNChQdGa9EkATeye4g,817578
US-Wahl LIVE: Joe Biden und Kamala Harris wenden sich an Amerika,2020-11-08T02:11:16Z,UCSeil5V81-mEGB1-VNR7YEA,27569
Full speeches : Joe Biden and Kamala Harris declare victory,2020-11-08T02:13:10Z,UC4SUWizzKc1tptprBkWjX2Q,221884
Joe Biden victory speech: ‘This is the time to heal in America’,2020-11-08T02:15:44Z,UCXIJgqnII2ZOINSWNOGFThA,767789
Joe Biden&#39;s victory speech in full: &#39;We must restore the soul of America&#39;,2020-11-08T02:24:57Z,UCIRYBXDze5krPDzAEOxFGVA,787853
Joe Biden&#39;s first speech as US president-elect 🇺🇸 US Election 🔴 @BBC News live - BBC,2020-11-08T02:26:25Z,UCCj956IF62FbT7Gouszaj9w,2479306
Watch Joe Biden&#39;s first speech to the nation as president-elect of the United States,2020-11-08T02:28:30Z,UCrp_UI8XtuYfpiqluWLD7Lw,798046
Biden: &#39;Let this grim era of demonization in America begin to end here and now&#39;,2020-11-08T02:30:33Z,UCi7Zk9baY1tvdlgxIML8MXg,25896
Special coverage: Biden addresses Americans for first time as president-elect,2020-11-08T02:31:45Z,UCuFFtHWoLl5fauMMD5Ww2jA,517935
Vice President-elect Kamala Harris delivers speech ahead of Joe Biden,2020-11-08T02:37:20Z,UCBi2mrWuNuyYy4gbM6fU18Q,1494424
Vice President-elect Kamala Harris delivers speech ahead of Joe Biden,2020-11-08T02:37:20Z,UCBi2mrWuNuyYy4gbM6fU18Q,1494424
LIVE! Pidato Kemenangan Joe Biden Pilpres AS 2020,2020-11-08T02:38:16Z,UCoSkllfpgmFHtbVK835QaQg,246600
‘Time to heal America’: Watch Joe Biden’s full speech as president elect,2020-11-08T02:45:46Z,UCm7lHFkt2yB_WzL67aruVBQ,135241
What Joe Biden won – and what he didn&#39;t,2020-11-08T02:46:55Z,UCLXo7UDZvByw2ixzpQCufnA,2576951
Joe Biden élu président: son premier discours en intégralité,2020-11-08T02:47:04Z,UCXwDLMDV86ldKoFVc_g8P0g,206029
Joe Biden élu président: son premier discours en intégralité,2020-11-08T02:47:04Z,UCXwDLMDV86ldKoFVc_g8P0g,206029
Joe Biden faz primeiro discurso como presidente dos EUA,2020-11-08T02:47:17Z,UCuiLR4p6wQ3xLEm15pEn1Xw,12748
Habla el presidente electo de EE. UU. Joe Biden,2020-11-08T02:51:20Z,UCe5-b0fCK3eQCpwS6MT0aNw,56154
La colorida celebración tras el primer discurso de Joe Biden y Kamala Harris | Noticias Telemundo,2020-11-08T02:51:40Z,UCRwA1NUcUnwsly35ikGhp0A,495693
Biden and Harris speak after winning presidential election - 11/7 (FULL LIVE STREAM),2020-11-08T03:01:48Z,UCHd62-u_v4DvJ8TCFtpi4GA,543614
WATCH LIVE: Biden speaks after winning presidency,2020-11-08T03:05:02Z,UC6ZFN9Tx6xh-skXCuRHCDpQ,1486874
Joe Biden&#39;s full speech after becoming president-elect,2020-11-08T03:06:12Z,UCBi2mrWuNuyYy4gbM6fU18Q,3456725
"Joe Biden, Kamala Harris Address The Nation | NBC News",2020-11-08T03:09:03Z,UCeY0bbntWzzVIaj2z3QigXg,20497037
President-elect Biden and Vice President-elect Harris deliver remarks - full speeches,2020-11-08T03:12:50Z,UC8p1vwvWtl6T73JiExfWs1g,1776343
President-elect Biden and Vice President-elect Harris deliver remarks - full speeches,2020-11-08T03:12:50Z,UC8p1vwvWtl6T73JiExfWs1g,1776343
US President-elect Joe Biden&#39;s victory speech,2020-11-08T03:15:10Z,UCdnZdQxYXnbN4uWJg96oGxw,141290
President-elect Joe Biden&#39;s victory speech in full,2020-11-08T03:28:11Z,UCoMdktPbSTixAyNGwb-UYkQ,1022170
Joe Biden and Kamala Harris Full Victory Speeches | WSJ,2020-11-08T04:07:29Z,UCK7tptUDHh-RYDsdxO1-5QQ,582234
Joe Biden addresses the nation after election victory,2020-11-08T04:10:39Z,UCupvZG-5ko_eiXAupbDfxWw,2014453
"Pidato Kemenangan Joe Biden: Saya akan Jadi Presiden yang Tidak Memecah Belah, Tetapi Menyatukan",2020-11-08T04:10:46Z,UCm2Fz7aL464TC_0uG_yagng,121560
AMLO no felicita a Biden y causa controversia en redes,2020-11-08T04:17:57Z,UCFxHplbcoJK9m70c4VyTIxg,44860
"Live coverage: Joe Biden wins presidency, CBS News projects",2020-11-08T04:39:27Z,UC8p1vwvWtl6T73JiExfWs1g,9699824
¿Qué ha dicho Joe Biden sobre México?,2020-11-08T04:57:19Z,UCFxHplbcoJK9m70c4VyTIxg,1567042
Pidato Kemenangan Joe Biden : Berjanji Persatukan Amerika Serikat,2020-11-08T05:32:01Z,UC5BMIWZe9isJXLZZWPWvBlg,162311
"Na íntegra, o 1º discurso de Biden como presidente eleito dos EUA",2020-11-08T06:16:46Z,UCthbIFAxbXTTQEC7EcQvP1Q,766777
Biden Victory Cold Open - SNL,2020-11-08T06:34:11Z,UCqFzWxSCi39LnW1JKFR3efg,15106714
Weekend Update: Biden Wins 2020 Election - SNL,2020-11-08T06:47:19Z,UCqFzWxSCi39LnW1JKFR3efg,5223772
Weekend Update: Biden Wins 2020 Election - SNL,2020-11-08T06:47:19Z,UCqFzWxSCi39LnW1JKFR3efg,5223772
Biden es el presidente electo de Estados Unidos | Noticias Telemundo,2020-11-08T06:53:32Z,UCRwA1NUcUnwsly35ikGhp0A,3513615
ABD&#39;nin yeni başkanı Joe Biden&#39;ın zafer konuşması,2020-11-08T07:00:03Z,UCV6zcRug6Hqp1UX_FdyUeBg,18962
"Unggah Foto Berdua, Jokowi Ucapkan Selamat kepada Joe Biden dan Kamala Harris",2020-11-08T07:03:23Z,UC5BMIWZe9isJXLZZWPWvBlg,354704
Warga New York Rayakan Kemenangan Joe Biden jadi Presiden AS,2020-11-08T07:37:11Z,UC5BMIWZe9isJXLZZWPWvBlg,66645
Tại sao ông Biden được tuyên bố đắc cử Tổng thống Mỹ khi chưa kiểm phiếu xong? | VTC Now,2020-11-08T08:17:06Z,UCL9-pEHNBs3N4r2bMoXdLJA,539428
O que pode mudar nos EUA com a eleição de Joe Biden,2020-11-08T12:00:28Z,UCthbIFAxbXTTQEC7EcQvP1Q,716175
"President Trump Yet To Concede To Joe Biden, Promising Legal Fight | Sunday TODAY",2020-11-08T15:07:18Z,UChDKyKQ59fYz3JO2fl0Z6sg,693110
"Terpilih Jadi Presiden Amerika Serikat, Joe Biden Sampaikan Pidato Kemenangan",2020-11-08T17:11:49Z,UC5BMIWZe9isJXLZZWPWvBlg,185756
"Biden visits graves of his late son, daughter and first wife",2020-11-08T17:29:03Z,UCoMdktPbSTixAyNGwb-UYkQ,766922
Harapan Palestina atas Terpilihnya Joe Biden sebagai Presiden Amerika Serikat,2020-11-08T18:16:47Z,UC5BMIWZe9isJXLZZWPWvBlg,150436
Başkan Biden Geldi. PEKİ HOŞ MU GELDİ?,2020-11-08T18:46:48Z,UC3SLMR850EgIZSt8f9mkL_A,431354
Boodschap van Trump aan Biden | Zondag met Lubach (S12),2020-11-08T20:36:10Z,UCdH_8mNJ9vzpHwMNwlz88Zw,717017
Joe Biden va a misa y visita la tumba de su hijo Beau | Noticias Telemundo,2020-11-09T00:45:24Z,UCRwA1NUcUnwsly35ikGhp0A,446547
"Presidente eleito dos EUA, Joe Biden, adota tom agregador no primeiro discurso",2020-11-09T01:26:49Z,UCP-Vg2PcmLiWpEdvMI1R35w,499353
Ini Pidato Kemenangan Joe Biden dan Kamala Harris,2020-11-09T01:51:41Z,UCGN9JsnkvK05v2lnTI_-uGA,457266
Ini Dia Para Konglomerat di Belakang Joe Biden,2020-11-09T06:36:45Z,UCGN9JsnkvK05v2lnTI_-uGA,269060
Ehemaliger Berater packt aus: So ein Mensch ist Joe Biden | US-Wahl,2020-11-09T07:00:03Z,UC4zcMHyrT_xyWlgy5WGpFFQ,79966
Joe Biden&#39;s Painful Path To Presidency | The Project,2020-11-09T08:36:30Z,UCorruoVYwGGyND4SZVtrVDQ,64616
Présidentielle américaine : la transition s&#39;annonce compliquée pour Joe Biden,2020-11-09T10:05:57Z,UCCCPCZNChQdGa9EkATeye4g,50754
Bolsonaro é aconselhado e deve cumprimentar Biden como presidente dos EUA,2020-11-09T10:31:33Z,UCP391YRAjSOdM_bwievgaZA,25975
Joe Biden élu président : Donald Trump ne paraît pas vouloir accepter sa défaite,2020-11-09T11:31:00Z,UCCCPCZNChQdGa9EkATeye4g,138912
Elecciones EEUU | Melania Trump habla tras triunfo de Joe Biden en Estados Unidos,2020-11-09T11:48:08Z,UCkccyEbqhhM3uKOI6Shm-4Q,736815
See Eva Longoria&#39;s Emotional Reaction To Biden Victory | The Beat With Ari Melber | MSNBC,2020-11-09T12:11:09Z,UCaXkIU1QidjPwiAYu6GcHjg,753901
Biden plans for White House as Trump plans rallies to protest election loss,2020-11-09T12:49:37Z,UC9ULnkwvyofZ_sWrzRpyvrg,4205
President-elect Joe Biden announces transition COVID-19 advisory board,2020-11-09T13:01:43Z,UC-SJ6nODDmufqBzPBwCvYvQ,952163
Reaction To Joe Biden Being The President Elect,2020-11-09T13:41:58Z,UCIHdDJ0tjn_3j-FS7s_X1kQ,778126
"Hillary Clinton, Kim Kardashian &amp; More REACT to Joe Biden and Kamala Harris&#39; Election Victory",2020-11-09T14:00:06Z,UCdtXPiqI2cLorKaPrfpKc4g,294504
Philadelphia Reacts to Biden’s Win,2020-11-09T14:03:29Z,UCZaT_X_mc0BI-djXOlfhqWQ,243577
"Biden e Kamala: o que fizeram, como vivem, com quem andam, o que pensam — aqui, no Morning!",2020-11-09T14:28:11Z,UC-wcdrzucnlKGBjyEUaEWaQ,340067
"Biden e Kamala: o que fizeram, como vivem, com quem andam, o que pensam — aqui, no Morning!",2020-11-09T14:28:11Z,UC-wcdrzucnlKGBjyEUaEWaQ,340067
Biden président ? La réaction de François Asselineau,2020-11-09T15:12:04Z,UC7OMeUFuZMacpPk2fc9UlOA,422004
President-Elect Joe Biden Discusses Covid-19 Advisory Board | NBC News,2020-11-09T17:12:40Z,UCeY0bbntWzzVIaj2z3QigXg,1015194
No tengo nada contra Joe Biden: AMLO,2020-11-09T17:21:20Z,UC2SEk1w7DgoHs_G3w1biz-w,18953
No tengo nada contra Joe Biden: AMLO,2020-11-09T17:21:20Z,UC2SEk1w7DgoHs_G3w1biz-w,18953
President-elect Joe Biden speaks on COVID-19,2020-11-09T18:08:43Z,UCBi2mrWuNuyYy4gbM6fU18Q,422740
Reactions To Biden-Harris Victory | The View,2020-11-09T19:00:02Z,UCeH6qE4V7n5tVwP7NkdrtJg,364531
Joe Biden: das tragédias e denúncias à vitória contra Trump,2020-11-09T19:31:07Z,UCthbIFAxbXTTQEC7EcQvP1Q,335441
"Após vitória de Joe Biden, aumenta pressão para Bolsonaro se pronunciar",2020-11-09T23:15:07Z,UCoa-D_VfMkFrCYodrOC9-mA,25366
AMLO continúa sin reconocer la victoria electoral de Joe Biden | Noticias Telemundo,2020-11-10T01:37:10Z,UCRwA1NUcUnwsly35ikGhp0A,50601
&#39;Loser&#39;: Trump Goes Quietly In Defeat To Biden | The Beat With Ari Melber | MSNBC,2020-11-10T01:38:00Z,UCaXkIU1QidjPwiAYu6GcHjg,1246178
World Leaders React to Joe Biden’s Victory | NowThis,2020-11-10T02:59:48Z,UCn4sPeUomNGIr26bElVdDYg,648994
Biden Wins Election &amp; Parties Erupt While Trump Golfs | The Daily Social Distancing Show,2020-11-10T03:29:47Z,UCwWhs_6x42TyRM4Wstoq8HA,2213299
Biden Wins Election &amp; Parties Erupt While Trump Golfs | The Daily Social Distancing Show,2020-11-10T03:29:47Z,UCwWhs_6x42TyRM4Wstoq8HA,2213299
Joe Biden Beats Donald Trump in 2020 Election | The Tonight Show,2020-11-10T04:35:00Z,UC8-Th83bH_thdKZDJCrn88g,1812892
"Stephen Is Ecstatic About The Biden-Harris Win, But Says We Can Not Be Complacent",2020-11-10T05:06:58Z,UCMtFAi84ehTSYSE9XoHefig,4224985
"Joe Biden Names A Pandemic Panel Led By Doctors And Scientists, As Pfizer Reports Good Vaccine News",2020-11-10T08:35:01Z,UCMtFAi84ehTSYSE9XoHefig,1019964
Seth Meyers Shares a Story About Joe Biden,2020-11-10T10:00:09Z,UCVTyTA7-g9nopHeHbeuvpRA,676191
Joe Biden is not currently the president-elect - &#39;it&#39;s an illusion&#39;,2020-11-10T10:45:27Z,UCO0akufu9MOzyz3nvGIXAAw,490240
Biden transition team considering legal action over access to federal agencies,2020-11-10T12:57:12Z,UC-SJ6nODDmufqBzPBwCvYvQ,50287
Trump Appointee Blocks Biden Transition | The View,2020-11-10T19:00:02Z,UCeH6qE4V7n5tVwP7NkdrtJg,335461
See what Pompeo said when asked about Biden&#39;s victory,2020-11-10T19:52:58Z,UCupvZG-5ko_eiXAupbDfxWw,1238003
President-elect Joe Biden Speaks on the Affordable Care Act LIVE,2020-11-10T19:57:41Z,UCWNpXitY8eJ-ku6M-v25MKw,132842
EN VIVO: Declaraciones de Joe Biden sobre Obamacare | Noticias Telemundo,2020-11-10T20:00:33Z,UCRwA1NUcUnwsly35ikGhp0A,779031
Joe Biden discusses Trump administration lawsuit to overturn &#39;Obamacare&#39; – watch live,2020-11-10T20:01:08Z,UCIRYBXDze5krPDzAEOxFGVA,120017
WATCH: Biden delivers remarks on Supreme Court case surrounding Affordable Care Act,2020-11-10T20:04:11Z,UCHd62-u_v4DvJ8TCFtpi4GA,309310
Biden Delivers Remarks On The Affordable Care Act | NBC News,2020-11-10T20:07:13Z,UCeY0bbntWzzVIaj2z3QigXg,377500
Arranca la carrera de Donald Trump contra Joe Biden | Semana Noticias,2020-11-10T20:13:05Z,UC4oQAvXFuNlKivYjUynQKTA,236063
Biden says his transition is moving ahead with or without assistance from Trump administration,2020-11-10T20:44:03Z,UC8p1vwvWtl6T73JiExfWs1g,186350
La stratégie judiciaire de Donald Trump face à Joe Biden,2020-11-10T20:58:06Z,UC_yjQfBPiWxHtvyZ-Qg_nOg,165754
&quot;An embarrassment&quot; - Joe Biden on Donald Trump&#39;s refusal to accept defeat - BBC News,2020-11-10T22:30:49Z,UC16niRr50-MSBwiO3YDb3RA,389006
Biden on Trump&#39;s refusal to concede: It&#39;s an embarrassment,2020-11-10T22:49:33Z,UCupvZG-5ko_eiXAupbDfxWw,1837205
Senator reveals what Republicans are telling him privately about Biden&#39;s win,2020-11-10T23:36:43Z,UCupvZG-5ko_eiXAupbDfxWw,1191295
Senator reveals what Republicans are telling him privately about Biden&#39;s win,2020-11-10T23:36:43Z,UCupvZG-5ko_eiXAupbDfxWw,1191295
Biden advierte que nada le impedirá conformar su Gobierno | Noticias Telemundo,2020-11-11T01:09:00Z,UCRwA1NUcUnwsly35ikGhp0A,178685
Trump&#39;s Own Former Lawyer Cohen Hits &#39;Crybaby&#39; Trump After Biden Win | The Beat With Ari Melber,2020-11-11T01:57:55Z,UCaXkIU1QidjPwiAYu6GcHjg,970956
Reinaldo Azevedo: Bolsonaro ameaça Joe Biden com uma guerra,2020-11-11T02:04:06Z,UCWijW6tW0iI5ghsAbWDFtTg,160139
GOP lawmaker on why he publicly acknowledged Biden&#39;s victory,2020-11-11T02:27:12Z,UCupvZG-5ko_eiXAupbDfxWw,924794
GOP lawmaker on why he publicly acknowledged Biden&#39;s victory,2020-11-11T02:27:12Z,UCupvZG-5ko_eiXAupbDfxWw,924794
Why do Biden&#39;s votes not follow Benford&#39;s Law?,2020-11-11T03:06:59Z,UCSju5G2aFaWMqn-_0YBtq5A,1546952
"Aux États-Unis, la transition entre Donald Trump et Joe Biden reste dans l&#39;impasse",2020-11-11T03:26:04Z,UCCCPCZNChQdGa9EkATeye4g,79273
Republicans Are 0 For 10 In Lawsuits Seeking To Overturn Biden&#39;s Election Win,2020-11-11T04:50:01Z,UCMtFAi84ehTSYSE9XoHefig,3225168
Republicans Are 0 For 10 In Lawsuits Seeking To Overturn Biden&#39;s Election Win,2020-11-11T04:50:01Z,UCMtFAi84ehTSYSE9XoHefig,3225168
Biden’s Corona Task Force &amp; Pfizer’s Vaccine | The Daily Social Distancing Show,2020-11-11T05:00:06Z,UCwWhs_6x42TyRM4Wstoq8HA,1302793
Cumhurbaşkanı Erdoğan&#39;dan Biden&#39;a Tebrik Mesajı,2020-11-11T06:30:01Z,UCzgrZ-CndOoylh2_e72nSBQ,112870
Jair Bolsonaro em rota de colisão com Joe Biden,2020-11-11T09:54:45Z,UCUmEPYxmnyQDeRUcFkslmQw,316305
Jair Bolsonaro em rota de colisão com Joe Biden,2020-11-11T09:54:45Z,UCUmEPYxmnyQDeRUcFkslmQw,316305
Bolsonaro avisa a Biden que Brasil tem &#39;pólvora&#39;,2020-11-11T11:38:40Z,UCrtOL8bJsh-csozGS2aV77Q,123444
Bolsonaro rebate fala de Joe Biden sobre a Amazônia,2020-11-11T12:54:19Z,UCP391YRAjSOdM_bwievgaZA,48468
Biden-Harris team begins transition without President Trump&#39;s concession,2020-11-11T12:57:31Z,UC-SJ6nODDmufqBzPBwCvYvQ,52888
Truckers organize strike to protest Biden&#39;s potential fracking ban,2020-11-11T13:31:11Z,UCXIJgqnII2ZOINSWNOGFThA,517145
Trump Administration Still Refuses To Concede Election To Biden | TODAY,2020-11-11T14:00:12Z,UChDKyKQ59fYz3JO2fl0Z6sg,78113
TRUMPS RESTERAMPE: Mit diesen giftigen Vermächtnissen wird Biden seine Amtszeit antreten,2020-11-11T14:22:30Z,UCZMsvbAhhRblVGXmEXW8TSA,31251
Former President Barack Obama sits down with CBS News after Joe Biden&#39;s projected victory,2020-11-11T15:59:47Z,UC-SJ6nODDmufqBzPBwCvYvQ,128794
Boris Johnson describes his phone call with Joe Biden,2020-11-11T18:44:31Z,UCPgLNge0xqQHWM5B5EFH9Cg,71452
"Leçon de géopolitique - Le monde selon Biden : tout change, rien ne change ? Dessous des cartes ARTE",2020-11-11T18:57:20Z,UCHGMBrXUzClgjEzBMei-Jdw,131304
Trump/Biden : transition sous tension,2020-11-11T23:00:11Z,UCXwDLMDV86ldKoFVc_g8P0g,183529
"Bolsonaro, desafiante con Biden",2020-11-11T23:27:08Z,UCT4Jg8h03dD0iN3Pb5L0PMA,90803
Epic Loser: New Data Shows Biden Smashing 80-Year Record In Victory Over Trump | MSNBC,2020-11-12T01:46:07Z,UCaXkIU1QidjPwiAYu6GcHjg,500216
Trump and the GOP Still Refuse to Accept Biden&#39;s Win: A Closer Look,2020-11-12T02:00:02Z,UCVTyTA7-g9nopHeHbeuvpRA,3028726
Hannity torches Biden&#39;s choice for White House chief of staff,2020-11-12T02:49:11Z,UCXIJgqnII2ZOINSWNOGFThA,573183
Biden Won The Election! Now The Fight Against Trumpism Begins. Pt. 1 | Full Frontal on TBS,2020-11-12T03:30:11Z,UC18vz5hUUqxbGvym9ghtX_w,163509
Trump Emerges from Hiding as Biden&#39;s Lead Hits 5M,2020-11-12T06:00:02Z,UCJ0uqCI0Vqr2Rrt1HseGirg,1273419
Biden&#39;ın Danışmanı: &quot;Türkiye Ekonomisini Çökertmeyeceğiz&quot;,2020-11-12T08:45:01Z,UCzgrZ-CndOoylh2_e72nSBQ,157453
The Trump Team Responds To Joe Biden’s Hat - CONAN on TBS,2020-11-12T10:00:07Z,UCi7GJNg51C3jgmYTUwqoUXA,204569
&#39;Barely literate&#39; Joe Biden should never have accepted nomination,2020-11-12T10:44:03Z,UCO0akufu9MOzyz3nvGIXAAw,837375
Lewis Black Found NYC&#39;s Reaction to Biden&#39;s Win Heartwarming,2020-11-12T12:00:00Z,UCVTyTA7-g9nopHeHbeuvpRA,309480
GOP Senator Calls On Biden Transition To Begin | Morning Joe | MSNBC,2020-11-12T12:59:54Z,UCaXkIU1QidjPwiAYu6GcHjg,247431
"Despite Trump’s Defiance, Some Republicans Say They’ll Help Biden Transition | TODAY",2020-11-12T13:30:01Z,UChDKyKQ59fYz3JO2fl0Z6sg,383195
Nach US-Wahl: Biden trifft erste Personalentscheidungen,2020-11-12T14:16:51Z,UC5NOEUbkLheQcaaRldYW5GA,77103
"Joe Biden presse le pas dans la transition, Donald Trump ne concède toujours pas sa défaite",2020-11-12T16:04:31Z,UCCCPCZNChQdGa9EkATeye4g,49306
Biden presses ahead with White House transition as Trump refuses to concede,2020-11-12T16:42:16Z,UC8p1vwvWtl6T73JiExfWs1g,216300
Biden appoints chief of staff amid President Trump’s defiance in defeat,2020-11-12T17:21:03Z,UCBi2mrWuNuyYy4gbM6fU18Q,88812
John Kerry a Potential Pick to Lead Biden&#39;s Climate Team,2020-11-12T18:22:59Z,UChirEOpgFCupRAk5etXqPaA,95970
Joe Biden continúa trabajando en su proceso de transición | Noticias Telemundo,2020-11-12T19:18:53Z,UCRwA1NUcUnwsly35ikGhp0A,82793
Biden News Has AOC &amp; Conservatives Agreeing?,2020-11-12T20:45:00Z,UCl9roQQwv4o4OuBj3FhQdDQ,49450
